IC_X_CFG_SIZE:,
18,
IC_Y_CFG_SIZE:,
32,
IC_KEY_CFG_SIZE:,
4,
X_Channel:,
18,
Y_Channel:,
32,
AIN_X:,
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,
10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,
10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,
10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,
10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,
10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,
10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,
10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,
10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,
10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,
10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,
10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,
10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,
10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,
PS_Config_Lmt_Open_Rawdata_P:,
2967,3013,2936,2836,2713,2639,2537,2451,65535,65535,2423,2484,2569,2619,2713,2782,2835,2906,
3014,3126,3077,3030,2947,2877,2828,2779,2794,2646,2699,2738,2779,2832,2884,2911,2946,2986,
3076,3175,3128,3083,3021,2961,2911,2866,2862,2703,2765,2801,2827,2853,2887,2908,2940,3006,
3030,3143,3095,3039,2981,2940,2894,2846,2839,2720,2783,2818,2849,2876,2906,2932,2965,3024,
3109,3235,3186,3133,3081,3027,2971,2925,2912,2747,2785,2828,2863,2902,2939,2964,3004,3059,
3118,3245,3188,3121,3062,3013,2962,2922,2919,2766,2810,2845,2877,2909,2947,2976,3023,3074,
3051,3115,3063,3024,2969,2906,2873,2817,2806,2815,2895,2944,2972,3016,3060,3072,3115,3031,
3108,3171,3114,3072,3004,2937,2908,2862,2853,2866,2944,2990,3024,3067,3115,3135,3181,3115,
3136,3193,3136,3087,3020,2953,2912,2867,2853,2913,2957,3007,3031,3086,3133,3157,3205,3156,
3188,3240,3186,3140,3070,3014,2978,2925,2916,2905,2981,3031,3056,3104,3151,3172,3212,3175,
3221,3268,3209,3167,3097,3032,2995,2943,2929,2996,3066,3104,3132,3178,3223,3247,3297,3277,
3249,3276,3226,3185,3107,3041,3003,2943,2933,3023,3073,3114,3143,3185,3227,3252,3293,3287,
3308,3345,3279,3242,3178,3112,3076,3023,3023,3003,3055,3100,3129,3174,3216,3244,3296,3301,
3338,3401,3331,3284,3220,3158,3119,3066,3060,3021,3101,3147,3184,3228,3270,3289,3331,3333,
3424,3483,3419,3375,3310,3244,3198,3149,3136,3137,3196,3245,3272,3325,3371,3391,3444,3471,
3493,3550,3487,3426,3356,3298,3252,3200,3188,3125,3179,3221,3254,3298,3350,3375,3427,3471,
3524,3566,3504,3454,3378,3312,3263,3206,3193,3189,3235,3289,3331,3384,3436,3459,3510,3557,
3542,3594,3549,3497,3429,3361,3321,3265,3261,3209,3266,3317,3347,3392,3440,3471,3514,3567,
3552,3599,3542,3496,3422,3361,3324,3266,3262,3259,3336,3378,3417,3454,3500,3524,3567,3616,
3569,3597,3541,3493,3417,3347,3300,3241,3238,3234,3279,3318,3353,3394,3438,3468,3513,3581,
3709,3758,3688,3641,3567,3500,3455,3396,3385,3294,3347,3391,3423,3459,3507,3527,3576,3643,
3741,3790,3731,3669,3587,3515,3468,3417,3413,3364,3412,3459,3499,3548,3595,3629,3678,3744,
3767,3801,3744,3683,3619,3566,3507,3448,3431,3443,3504,3557,3595,3640,3695,3717,3756,3815,
3842,3919,3863,3794,3714,3654,3605,3555,3552,3464,3534,3588,3630,3683,3732,3766,3812,3870,
3910,3970,3913,3863,3781,3713,3662,3605,3590,3542,3620,3669,3714,3765,3814,3843,3892,3955,
3868,3919,3854,3798,3731,3674,3620,3560,3555,3562,3622,3669,3711,3759,3812,3849,3905,3968,
3970,4038,3968,3899,3821,3755,3703,3639,3636,3587,3657,3716,3763,3807,3860,3895,3948,4003,
4017,4074,4005,3945,3868,3808,3753,3692,3692,3605,3671,3724,3773,3821,3879,3913,3962,4028,
4081,4148,4089,4032,3947,3881,3823,3765,3766,3641,3720,3780,3819,3870,3921,3948,3993,4052,
3769,4166,4108,4040,3951,3878,3818,3753,3756,3685,3748,3801,3839,3884,3934,3972,4024,3700,
3823,4271,4204,4140,4053,3977,3916,3854,3849,3725,3787,3835,3881,3933,3983,4032,4084,3732,
3913,4339,4406,4330,4238,4164,4102,4036,4032,3847,3930,3982,4025,4070,4123,4161,4092,3763,
PS_Config_Lmt_Open_Rawdata_N:,
1271,1291,1258,1216,1163,1131,1087,1051,-65535,-65535,1039,1064,1101,1123,1163,1192,1215,1246,
1292,1340,1319,1298,1263,1233,1212,1191,1198,1134,1157,1174,1191,1214,1236,1247,1262,1280,
1318,1361,1340,1321,1295,1269,1247,1228,1226,1159,1185,1201,1211,1223,1237,1246,1260,1288,
1298,1347,1327,1303,1277,1260,1240,1220,1217,1166,1193,1208,1221,1232,1246,1256,1271,1296,
1333,1387,1366,1343,1321,1297,1273,1253,1248,1177,1193,1212,1227,1244,1259,1270,1288,1311,
1336,1391,1366,1337,1312,1291,1270,1252,1251,1186,1204,1219,1233,1247,1263,1276,1295,1318,
1307,1335,1313,1296,1273,1246,1231,1207,1202,1207,1241,1262,1274,1292,1312,1316,1335,1299,
1332,1359,1334,1316,1288,1259,1246,1226,1223,1228,1262,1282,1296,1315,1335,1343,1363,1335,
1344,1369,1344,1323,1294,1265,1248,1229,1223,1249,1267,1289,1299,1322,1343,1353,1373,1352,
1366,1388,1366,1346,1316,1292,1276,1253,1250,1245,1277,1299,1310,1330,1351,1360,1376,1361,
1381,1400,1375,1357,1327,1300,1283,1261,1255,1284,1314,1330,1342,1362,1381,1391,1413,1405,
1393,1404,1382,1365,1331,1303,1287,1261,1257,1295,1317,1334,1347,1365,1383,1394,1411,1409,
1418,1433,1405,1390,1362,1334,1318,1295,1295,1287,1309,1328,1341,1360,1378,1390,1412,1415,
1430,1457,1427,1408,1380,1354,1337,1314,1312,1295,1329,1349,1364,1384,1402,1409,1427,1429,
1468,1493,1465,1447,1418,1390,1370,1349,1344,1345,1370,1391,1402,1425,1445,1453,1476,1487,
1497,1522,1495,1468,1438,1414,1394,1372,1366,1339,1363,1381,1394,1414,1436,1447,1469,1487,
1510,1528,1502,1480,1448,1420,1399,1374,1369,1367,1387,1409,1427,1450,1472,1483,1504,1525,
1518,1540,1521,1499,1469,1441,1423,1399,1397,1375,1400,1421,1435,1454,1474,1487,1506,1529,
1522,1543,1518,1498,1466,1441,1424,1400,1398,1397,1430,1448,1465,1480,1500,1510,1529,1550,
1529,1541,1517,1497,1465,1435,1414,1389,1388,1386,1405,1422,1437,1454,1474,1486,1505,1535,
1589,1610,1580,1561,1529,1500,1481,1456,1451,1412,1435,1453,1467,1483,1503,1511,1532,1561,
1603,1624,1599,1573,1537,1507,1486,1465,1463,1442,1462,1483,1499,1520,1541,1555,1576,1604,
1615,1629,1604,1579,1551,1528,1503,1478,1471,1475,1502,1525,1541,1560,1583,1593,1610,1635,
1646,1679,1655,1626,1592,1566,1545,1523,1522,1484,1514,1538,1556,1579,1600,1614,1634,1658,
1676,1702,1677,1655,1621,1591,1570,1545,1538,1518,1552,1573,1592,1613,1634,1647,1668,1695,
1658,1679,1652,1628,1599,1574,1552,1526,1523,1526,1552,1573,1591,1611,1634,1649,1673,1700,
1702,1730,1700,1671,1637,1609,1587,1559,1558,1537,1567,1592,1613,1631,1654,1669,1692,1715,
1721,1746,1717,1691,1658,1632,1609,1582,1582,1545,1573,1596,1617,1637,1663,1677,1698,1726,
1749,1778,1753,1728,1691,1663,1639,1613,1614,1561,1594,1620,1637,1658,1681,1692,1711,1736,
1615,1786,1760,1732,1693,1662,1636,1609,1610,1579,1606,1629,1645,1664,1686,1702,1724,1586,
1639,1831,1802,1774,1737,1705,1678,1652,1649,1597,1623,1643,1663,1685,1707,1728,1750,1600,
1677,1859,1888,1856,1816,1784,1758,1730,1728,1649,1684,1706,1725,1744,1767,1783,1754,1613,
PS_Config_Lmt_FW_Rawdata_P:,
1145,1123,1116,1075,1128,1099,1123,1119,65535,65535,1144,1124,1119,1145,1113,1169,1089,1121,
1119,1144,1102,1085,1127,1100,1141,1105,1106,1119,1112,1131,1096,1123,1112,1106,1163,1170,
1091,1144,1107,1128,1117,1103,1140,1102,1093,1114,1100,1184,1086,1176,1075,1091,1170,1173,
1148,1116,1145,1131,1082,1166,1089,1133,1102,1135,1100,1135,1091,1135,1114,1102,1144,1130,
1138,1109,1127,1135,1091,1152,1110,1107,1103,1130,1099,1175,1077,1123,1126,1121,1116,1121,
1133,1159,1121,1113,1114,1133,1096,1152,1103,1126,1093,1148,1113,1106,1127,1137,1110,1082,
1099,1102,1126,1151,1119,1098,1156,1096,1084,1081,1095,1137,1126,1105,1173,1158,1112,1155,
1135,1106,1093,1095,1165,1102,1112,1158,1117,1056,1098,1168,1119,1105,1155,1155,1127,1149,
1134,1113,1119,1114,1114,1141,1114,1113,1110,1119,1140,1116,1121,1105,1124,1089,1120,1107,
1130,1131,1141,1131,1109,1130,1135,1124,1103,1116,1130,1134,1124,1105,1142,1116,1156,1138,
1093,1156,1121,1145,1137,1091,1089,1113,1151,1119,1091,1128,1100,1106,1137,1112,1124,1124,
1082,1124,1126,1134,1120,1116,1138,1113,1119,1110,1084,1126,1142,1103,1107,1103,1114,1140,
1135,1114,1133,1117,1117,1113,1126,1123,1110,1126,1133,1149,1095,1107,1144,1107,1142,1127,
1103,1159,1107,1120,1134,1119,1128,1147,1117,1147,1131,1106,1096,1119,1133,1127,1119,1138,
1126,1092,1137,1082,1147,1144,1103,1092,1096,1110,1105,1134,1113,1121,1127,1117,1102,1085,
1130,1127,1131,1110,1100,1149,1112,1095,1163,1114,1116,1099,1142,1159,1078,1144,1099,1096,
1130,1086,1147,1106,1152,1128,1098,1078,1093,1137,1116,1156,1099,1133,1142,1086,1162,1145,
1128,1128,1110,1112,1106,1165,1134,1100,1113,1100,1095,1142,1128,1140,1110,1107,1161,1065,
1126,1120,1107,1147,1121,1110,1138,1127,1117,1149,1137,1155,1091,1099,1141,1100,1128,1138,
1119,1130,1112,1137,1117,1103,1121,1149,1088,1095,1126,1140,1126,1102,1128,1117,1106,1121,
1127,1142,1109,1148,1114,1124,1161,1138,1140,1123,1095,1120,1144,1149,1096,1134,1127,1127,
1088,1169,1117,1079,1169,1149,1123,1134,1120,1100,1107,1110,1131,1109,1107,1147,1110,1119,
1103,1084,1168,1133,1095,1124,1124,1117,1156,1127,1085,1112,1127,1161,1158,1107,1103,1131,
1119,1126,1107,1127,1133,1119,1140,1112,1147,1095,1109,1116,1117,1166,1100,1078,1163,1084,
1120,1109,1110,1141,1117,1116,1137,1138,1093,1121,1096,1127,1134,1135,1121,1116,1134,1120,
1131,1091,1140,1154,1126,1117,1142,1141,1135,1127,1121,1133,1127,1135,1102,1110,1124,1121,
1151,1130,1114,1110,1140,1105,1117,1144,1089,1107,1145,1126,1085,1092,1102,1098,1151,1121,
1126,1149,1116,1121,1109,1114,1135,1114,1096,1093,1161,1130,1107,1106,1142,1142,1093,1081,
1114,1131,1130,1135,1105,1095,1098,1114,1138,1102,1119,1095,1093,1110,1134,1138,1135,1102,
1117,1095,1131,1128,1124,1098,1085,1089,1103,1131,1119,1145,1176,1196,1046,1043,1123,1176,
1133,1127,1142,1142,1119,1116,1110,1099,1152,1105,1127,1123,1134,1140,1089,1092,1096,1135,
1110,1156,1109,1126,1086,1110,1109,1123,1120,1120,1123,1113,1099,1103,1096,1098,1144,1071,
PS_Config_Lmt_FW_Rawdata_N:,
491,481,478,461,484,471,481,479,-65535,-65535,490,482,479,491,477,501,467,481,
479,490,472,465,483,472,489,473,474,479,476,485,470,481,476,474,499,502,
467,490,475,484,479,473,488,472,469,478,472,508,466,504,461,467,502,503,
492,478,491,485,464,500,467,485,472,487,472,487,467,487,478,472,490,484,
488,475,483,487,467,494,476,475,473,484,471,503,461,481,482,481,478,481,
485,497,481,477,478,485,470,494,473,482,469,492,477,474,483,487,476,464,
471,472,482,493,479,470,496,470,464,463,469,487,482,473,503,496,476,495,
487,474,469,469,499,472,476,496,479,452,470,500,479,473,495,495,483,493,
486,477,479,478,478,489,478,477,476,479,488,478,481,473,482,467,480,475,
484,485,489,485,475,484,487,482,473,478,484,486,482,473,490,478,496,488,
469,496,481,491,487,467,467,477,493,479,467,484,472,474,487,476,482,482,
464,482,482,486,480,478,488,477,479,476,464,482,490,473,475,473,478,488,
487,478,485,479,479,477,482,481,476,482,485,493,469,475,490,475,490,483,
473,497,475,480,486,479,484,491,479,491,485,474,470,479,485,483,479,488,
482,468,487,464,491,490,473,468,470,476,473,486,477,481,483,479,472,465,
484,483,485,476,472,493,476,469,499,478,478,471,490,497,462,490,471,470,
484,466,491,474,494,484,470,462,469,487,478,496,471,485,490,466,498,491,
484,484,476,476,474,499,486,472,477,472,469,490,484,488,476,475,497,457,
482,480,475,491,481,476,488,483,479,493,487,495,467,471,489,472,484,488,
479,484,476,487,479,473,481,493,466,469,482,488,482,472,484,479,474,481,
483,490,475,492,478,482,497,488,488,481,469,480,490,493,470,486,483,483,
466,501,479,463,501,493,481,486,480,472,475,476,485,475,475,491,476,479,
473,464,500,485,469,482,482,479,496,483,465,476,483,497,496,475,473,485,
479,482,475,483,485,479,488,476,491,469,475,478,479,500,472,462,499,464,
480,475,476,489,479,478,487,488,469,481,470,483,486,487,481,478,486,480,
485,467,488,494,482,479,490,489,487,483,481,485,483,487,472,476,482,481,
493,484,478,476,488,473,479,490,467,475,491,482,465,468,472,470,493,481,
482,493,478,481,475,478,487,478,470,469,497,484,475,474,490,490,469,463,
478,485,484,487,473,469,470,478,488,472,479,469,469,476,486,488,487,472,
479,469,485,484,482,470,465,467,473,485,479,491,504,512,448,447,481,504,
485,483,490,490,479,478,476,471,494,473,483,481,486,488,467,468,470,487,
476,496,475,482,466,476,475,481,480,480,481,477,471,473,470,470,490,459,
PS_Config_Lmt_FW_CC_P:,
34,34,33,33,32,32,30,30,65535,65535,30,30,32,32,33,33,34,34,
33,33,32,32,32,30,30,29,29,29,29,30,30,32,32,32,33,34,
34,33,32,32,32,32,30,30,30,30,30,30,32,32,33,33,33,34,
34,33,32,32,32,30,30,30,30,30,30,30,32,32,32,32,33,34,
34,34,33,33,33,32,32,30,32,30,30,30,32,32,32,33,33,34,
34,33,33,33,32,32,30,30,30,30,30,30,32,32,32,32,33,34,
34,33,33,32,32,30,30,30,30,30,30,30,32,32,32,33,34,34,
34,33,33,32,30,30,30,29,29,30,30,30,32,32,32,33,34,36,
36,34,33,32,32,30,30,30,30,30,32,32,32,33,33,34,34,36,
36,34,33,32,32,32,30,30,30,30,32,32,32,32,33,34,34,36,
36,34,33,33,32,32,32,30,30,32,32,32,32,32,33,34,34,36,
36,33,33,32,32,32,30,30,30,30,32,32,32,32,33,34,34,36,
36,34,33,33,32,32,32,30,30,32,32,32,32,33,33,34,34,36,
36,34,33,33,32,32,32,30,32,30,32,32,32,32,33,33,34,36,
36,34,34,33,33,32,32,32,32,32,32,32,32,33,33,33,34,36,
36,33,33,32,32,32,32,30,30,32,32,32,32,33,33,33,34,36,
36,34,33,33,33,32,32,32,32,32,32,32,33,33,33,34,34,36,
36,34,33,33,33,32,32,32,32,32,32,32,33,33,33,34,34,37,
36,34,34,33,33,33,32,32,32,32,32,32,33,33,33,34,34,36,
37,34,34,34,33,33,33,32,33,33,32,33,33,33,33,34,34,36,
37,36,34,34,34,34,33,33,33,33,33,33,33,33,34,34,34,37,
37,34,34,34,33,33,33,33,33,33,33,33,33,34,34,34,36,37,
39,36,36,36,34,34,34,34,34,34,34,34,34,34,34,36,36,37,
37,36,36,36,34,34,34,34,34,34,34,34,34,34,34,36,36,37,
39,36,36,36,36,34,34,34,36,34,34,34,34,36,36,36,36,39,
39,36,36,36,36,34,34,34,34,36,34,34,36,36,36,36,36,39,
39,37,37,36,36,36,36,36,36,36,36,36,36,36,36,37,37,39,
39,37,36,36,36,36,36,36,36,36,36,36,36,36,37,37,37,39,
39,37,37,37,37,37,36,36,37,36,36,36,36,36,36,36,37,39,
39,37,37,37,37,37,36,36,37,36,36,36,36,36,37,37,37,39,
39,37,37,37,37,37,37,37,37,37,36,36,36,37,37,37,37,40,
39,37,37,37,37,37,37,36,37,37,36,36,36,36,37,37,37,39,
PS_Config_Lmt_FW_CC_N:,
16,16,15,15,14,14,14,14,-65535,-65535,14,14,14,14,15,15,16,16,
15,15,14,14,14,14,14,13,13,13,13,14,14,14,14,14,15,16,
16,15,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,16,
16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,
16,16,15,15,15,14,14,14,14,14,14,14,14,14,14,15,15,16,
16,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,15,16,
16,15,15,14,14,14,14,14,14,14,14,14,14,14,14,15,16,16,
16,15,15,14,14,14,14,13,13,14,14,14,14,14,14,15,16,16,
16,16,15,14,14,14,14,14,14,14,14,14,14,15,15,16,16,16,
16,16,15,14,14,14,14,14,14,14,14,14,14,14,15,16,16,16,
16,16,15,15,14,14,14,14,14,14,14,14,14,14,15,16,16,16,
16,15,15,14,14,14,14,14,14,14,14,14,14,14,15,16,16,16,
16,16,15,15,14,14,14,14,14,14,14,14,14,15,15,16,16,16,
16,16,15,15,14,14,14,14,14,14,14,14,14,14,15,15,16,16,
16,16,16,15,15,14,14,14,14,14,14,14,14,15,15,15,16,16,
16,15,15,14,14,14,14,14,14,14,14,14,14,15,15,15,16,16,
16,16,15,15,15,14,14,14,14,14,14,14,15,15,15,16,16,16,
16,16,15,15,15,14,14,14,14,14,14,14,15,15,15,16,16,17,
16,16,16,15,15,15,14,14,14,14,14,14,15,15,15,16,16,16,
17,16,16,16,15,15,15,14,15,15,14,15,15,15,15,16,16,16,
17,16,16,16,16,16,15,15,15,15,15,15,15,15,16,16,16,17,
17,16,16,16,15,15,15,15,15,15,15,15,15,16,16,16,16,17,
17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,
17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,
17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,
17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,
17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,
17,17,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,
17,17,17,17,17,17,16,16,17,16,16,16,16,16,16,16,17,17,
17,17,17,17,17,17,16,16,17,16,16,16,16,16,17,17,17,17,
17,17,17,17,17,17,17,17,17,17,16,16,16,17,17,17,17,18,
17,17,17,17,17,17,17,16,17,17,16,16,16,16,17,17,17,17,
PS_Config_Lmt_FW_Diff_P:,
50,50,50,50,50,50,50,50,65535,65535,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
